name,rating,reviews,cuisine,price,location
Takeout Tejgaon,4.1,63,Burger,৳200–400,Tejgaon
SLAW Bistro,4.2,183,Burger,N/A,Tejgaon
KFC Panthapath,4,1643,Fast Food,$$,Tejgaon
Chaap Station,4,916,Fast Food,৳200–400,Tejgaon
CP Five Star-Tejgaon Industrial Area Branch,4.3,15,Fast Food,৳200–400,Tejgaon
Mollika Snacks,4.2,773,Fast Food,৳1–200,Tejgaon
Chicken Juice - চিকেন জুস,4.6,25,Fast Food,৳1–200,Tejgaon
Food Fair Fast Food and Chinese Restaurant,3.8,9,Fast Food,N/A,Tejgaon
WOW! Food on Truck,3.7,574,Fast Food,$,Tejgaon
Take A Break,4.8,9,Fast Food,N/A,Tejgaon
New Subway Food,4.2,5,Fast Food,N/A,Tejgaon
snacksville,4.6,5,Fast Food,N/A,Tejgaon
Foodnest Greenroad,4.2,156,Fast Food,৳200–400,Tejgaon
Real Fast Food,5,3,Fast Food,N/A,Tejgaon
The White Canary Cafe - Tejgaon,4.2,247,Cafe,N/A,Tejgaon
jhvjhvj,4.2,13,Cafe,N/A,Tejgaon
Cafe New Naiori Restaurant,4.2,66,Cafe,N/A,Tejgaon
Cafe Simsim Farmgate,4.1,448,Cafe,৳200–400,Tejgaon
Dinia Coffee House,4.2,91,Cafe,N/A,Tejgaon
Cafe Kashbon Hotel & Restaurant,3.8,52,Cafe,৳1–200,Tejgaon
নোলক প্রকাশন,3.7,245,Bengali,$,Farmgate
Farmgate Restaurant,3.9,32,Bengali,৳200–400,Farmgate
Cafe Haji Restora,4,242,Bengali,৳200–400,Farmgate
Lalbag Biriyani House,3.7,66,Bengali,৳1–200,Farmgate
Sky Restaurant,3.8,333,Chinese,৳200–400,Farmgate
Chinese New Plaza Restaurant,3.8,233,Chinese,৳1–200,Farmgate
Piccadilly Restaurant,3.6,1046,Chinese,৳400–600,Farmgate
Green Chilli Restaurant,4,155,Chinese,$$,Farmgate
Alam Restaurant And Mini Chinese,3.9,483,Chinese,৳200–400,Farmgate
Vrinda's Kitchen Farmgate,4.3,553,Chinese,N/A,Farmgate
Indian Shahi Darbar,5,4,Indian,N/A,Farmgate
আল্লাহর দান বিরিয়ানী হাউজ,4.5,2,Indian,N/A,Farmgate
Indian & Bangla Hot Spicy,4.3,4,Indian,N/A,Farmgate
Indian Kitchen ~ Bashundhara City - Panthapath,3.7,3,Indian,N/A,Farmgate
Broken Hill,4.8,13,Thai,৳200–600,Farmgate
Cafe Glutton,4.1,400,Italian,৳200–400,Farmgate
Friends & Family restaurant,4.4,22,Italian,N/A,Farmgate
পার্সোনাল টং ( Personal Tong ),5,2,Japanese,N/A,Farmgate
trend-paradise,N/A,N/A,Japanese,N/A,Farmgate
Wasabi Farmgate,3.9,53,BBQ,৳200–400,Farmgate
Broast & Grill,3.8,81,BBQ,N/A,Farmgate
JABA,4.5,130,BBQ,৳400–600,Farmgate
Sub and Food Corner,4.3,14,BBQ,N/A,Farmgate
Hotel New Star & Kabab,3.9,1450,BBQ,৳200–400,Farmgate
Mr. Kacchi,2.6,34,Biryani/Kacchi,৳200–400,Farmgate
Pizza Voyage,5,2,Pizza,N/A,Farmgate
Pizza on Fire,N/A,N/A,Pizza,N/A,Farmgate
Matro Food,4.3,4,Fast Food,N/A,Farmgate
Fry Bucket - Farmgate,2.6,12,Fast Food,N/A,Farmgate
Olive Restaurant,3.2,110,Fast Food,৳200–400,Farmgate
Dip In Dhaka,5,1,Fast Food,N/A,Farmgate
FNF Fast food,N/A,N/A,Fast Food,N/A,Farmgate
Flavour & Aromas,5,2,Cafe,N/A,Farmgate
Paglagarod Cafe,N/A,N/A,Cafe,N/A,Farmgate
King's Kabab And Restaurant,3.9,560,Bengali,৳1–200,Niketan
Anwar's Kitchen,4.1,40,Chinese,৳1–200,Niketan
Sky Dine Rooftop Restaurant,4,71,Indian,৳400–600,Niketan
The Garden Kitchen at Sheraton Dhaka,4.5,693,Indian,"৳2,000+",Niketan
Lakeshore Suites,4.3,1699,Indian,$60,Niketan
Calcutta Kitchen,4.7,6,Indian,N/A,Niketan
Absolute Thai-Chef's Table Courtside,3.7,6,Thai,N/A,Niketan
مطعم التايلندي,N/A,N/A,Thai,N/A,Niketan
Laa Italiano Restaurant,4.4,96,Italian,$$,Niketan
Han She 汉禧,4.3,59,Japanese,"৳2,000+",Niketan
Mexican Sub & Juice Bar,3.3,4,Mexican,N/A,Niketan
La Cantina,3.7,55,Mexican,N/A,Niketan
Quesadilla [La Mexicana Grill],3.5,38,Mexican,N/A,Niketan
Smokin oak bbq স্মোকিন ওক বারবিকিউ,4.9,7,BBQ,N/A,Niketan
B.B.Q ZONE,4.1,38,BBQ,৳200–400,Niketan
PizzaBurg Shonir Akhra,4.9,4075,Pizza,$$,Niketan
The Burger Bounce,4.5,4,Burger,৳200–400,Niketan
Tasty Treat Café - Niketon,4.4,102,Burger,৳200–400,Niketan
California Fried Chicken and Pastry Shop (CFC) Niketon,4.1,739,Fast Food,$$,Niketan
Fuchka Chemistry,5,23,Fast Food,৳1–200,Niketan
"Dhaka Fried Chicken, Pizza & Grill",4.1,203,Fast Food,৳200–400,Niketan
Fish & Co. (Gulshan 1),4.3,3788,Fast Food,"৳2,000+",Niketan
Chhayaneer Confectionery and Fast Food,3.9,310,Fast Food,৳1–200,Niketan
Kindred Cafe & Bakery,4.2,50,Cafe,৳200–400,Niketan
Cricketer's Kitchen & Cafe,4.2,1663,Cafe,$$,Niketan
Caffe Ricotta,4.4,17,Cafe,৳400–600,Niketan
The Coffee Bean & Tea Leaf,4.3,4261,Cafe,$$$,Niketan
